Sentence,Label
"Način na koji on promatra svijet, kontekst zašto je on posvećen svemu onome što radi, te zašto vjeruje da je to ujedno i dobro za čovječanstvo, sve to imamo u njegovom opisu karaktera kojeg smo tek sad upoznali u svakom mogućem pogledu.",0
"U svakom slučaju, film je počeo prilično vedro s malo pozadine o Doktoru i nekim lakšim trenucima kada su predstavljeni Nam-san i Ji-wan.",1
"Film je trebao biti uništen, skoro i jest, no jedna kopija je ipak promakla sudskim izvršiteljima.",1
"Ali postoji jedan problem. svaka od ovih verzija ima sedam dana za život, nakon čega mora otići na sedam dana ""spavanja"" i tako naizmjenice.",1
"Naravno, lista je kudikamo veća, što dovoljno govori u prilog tome kako se iza glumica često kriju redateljski talenti koji samo čekaju da isplivaju na filmsku površinu.",0
"U tom pogledu itekako možemo razumjeti Pearl, što je zapravo savršeni balans između onoga što ona jest, ali i ono što je postala zahvaljujući okruženju u kojem se nalazi.",0
Netko će ovaj film doživjeti kao film o toksičnoj muškosti i svim posljedicama koju ona može donijeti prema ženi.,1
I donekle mogu shvatiti zašto.,0
"Ovakva redateljska postava idealan je izbor za film u kojemu kreativnost stoji kao imperativ za kvalitetnu egzekuciju konačnog produkta, a čiju je ulogu glavne junakinje preuzela Michelle Yeoh, zvijezda filmova ""Tai-Chi Master (1993)"", ""Tigar i zmaj"" (2000), ""Sjećanja jedne gejše"" (2005).",1
Postavlja se zvijezda na hollywoodskom šetalištu slavnih.,0
"Zasigurno ste primijetili, čitajući ovaj moj uvod, kako sam nekoliko puta spomenuo Jigsawa, ali nijednom njegovo pravo ime John Kramer.",1
"Također treba reći kako vizualnost općenito jako dobro prati naraciju, a što jako dobro odgovara toj metodičnoj, beskompromisnoj, morbidnoj, pa i humornoj atmosferi koja se u filmu itekako osjeća.",0
Ne vjerujete mi?,1
"Pa ipak, on nije jedan od onih klišej uplašenih klinaca iz horor filmova, već ga gledamo kroz različite stadije trenutaka u kojima se nalazi, bilo da se radi o očaju, strahu ili nadi.",1
I to mislim u filmskom kontekstu.,1
"Kroz njen lik, redatelj je na jedan pametan način ubacio i nadnaravne elemente u film, ali se ne oslanja na jeftine jump scare scene, već razvija priču istovremeno s razvojem njenog karaktera.",1
"Niz lažnih završetaka nije tako samo prikaz različitog načina suočavanja sa strahovima, već nas time i sam film tjera na razmišljanje o onome što se krije ispod površine same radnje.",0
"Uz to što je film vizualno lijep, on doista kroz pozicije kamere i naglašavanje pojedinih zvukova, dodatno dočarava tko su i kakvi su likovi koje gledamo.",0
"Ipak ""Evil Dead Rise"" se ne može nazvati smiješnim filmom.",1
Women of the Hour je film koji se u velikom dijelu oslanja na neverbalne znakove.,1
"Kronološki je smješten između prvog i drugog filma, no čak i ako niste upoznati s nijednim filmom iz franšize vrlo lako ćete moći pratiti samu radnju, jer ""Saw X"" uvjerljivo djeluje i kao samostalan film.",0
"Naravno, tu i dalje ima horor elemenata, posebice u drugoj trećini filma, dok istovremeno koketiranje sa satirom i komedijom također nije izostavljeno.",1
"Nisu imuni na korupciju i gramzivost, tašti su i zavidni, neumjereni su i slabi.",1
"Možda će netko pitati zašto taj prigovor nisam imao kad sam pisao o ""Trokutu tuge"", ali čitanje tog filma isključivo kao kritike bogatih je užasno površno i neinteligentno.",1
"No, tko zna, možda je u pitanju i bio strah od njega, jer svi znamo kako se Jigsaw odnosi prema ljudima koji ne cijene život.",1
Coralie Fargeat odlučila je jednostavno otići u krajnost kako bi pokazala kako je društvena percepcija starenja otišla u krajnost i ne možete ne pohvaliti to.,0
"Nekadašnja ljepotica i lice s naslovnica sada je ostarjela, a njenoj Elisabeth Sparkle šef i producent televizijske mreže za koju radi će uručiti prilično okrutan poklon za pedeseti rođendan.",1
"Sve je obavijeno velom tajnosti kako bi se izbjegao utjecaj vanjskog svijeta na ono što se događa unutar Sikstinske kapele, ali i moguće špijuniranje i slično.",1
Sve dobro funkcionira dok Alice ne istupi iz vrste.,1
"Ako, pak, niste skloni živopisnim prikazima odvratnih činova automutilacije i doslovnim hektolitrima krvi koji se izlijevaju po ekranu onda vjerojatno niste ciljana publika za ovu franšizu i nećete uživati ni u ovom filmu.",2
"Kada je Na zapadu ništa novo prošle godine odnio četiri Oscara, uključujući i onaj za najbolji strani film, dotad slabije poznatom njemačkom redatelju Edwardu Bergeru vrata su se širom otvorila.",1
"Ova je verzija, može se reći, stresno zabavna, jer humor funkcionira ne samo kao humor već i kao ""oružje"" za ubijanje stresa.",0
"U slučaju filma najuži kandidati su kardinali Tedesco, Adeyemi, Tremblay, Bellini i Lawrence koji je odabran da vodi konklavu.",1
"Takve sitnice nisu nametnute, one su suptilno ubačene, ali su sasvim dovoljne da vjerujete redatelju, jednako kao i likovima koje pratite u filmu.",1
"U drugoj razini vidimo Rodneya Alcalu (jako dobar Daniel Zovatto), i to isključivo kroz način na koji je mamio svoje žrtve.",1
"Uvjeren sam kako će vam u tom slučaju ""Ubojica"" itekako prirasti srcu, bez obzira koliko to morbidno zvučalo.",0
Psihološki triler žanrovski uspijeva uhvatiti emociju žrtava.,0
"Zašto bi bilo ko to uradio izgledalo bi kao pitanje koje zahteva neko racionalno objašnjenje ili dublje proučavanje psihologije, ali scenario zaobilazi sve to sa fundamentalnom i preciznom jednostavnošću koja čini svako pitanje logike ili razuma besmislenim.",1
"Obiteljski element koji u sebi ima film, odmah u startu zahtjeva veću karakterizaciju likova.",1
Ovaj film doista se poigrao s konceptom različitih života koje jedna osoba može živjeti.,1
"Lično mi je Saw franšiza dosadila nakon prva dva dijela jer mi je već na trećem bila puna kapa mučenja, otkidanja udova, jednih te istih napuštenih skladišta i slično.",2
"U tom trenutku film uspješno stvara dojam misterije i tenzije, i to prvenstveno zahvaljujući jako dobroj režiji.",0
I baš zato je prava šteta da u onom scenarističkom ipak nije ispunio u potpunosti sav potencijal koji je imao.,1
"Također želim naglasiti odlično iskorišten prostor u kojem se odvija radnja filma, prvenstveno tu mislim na ""špijunku"" kroz koju doživljavamo i gledamo svo to frenetično ludilo glavnog lika.",0
"To je u meni izazvalo negativne emocije, jer gledajući jedno takvo prekrasno mjesto, ne samo da nisam uživao, već sam se osjećao poprilično anksiozno i klaustrofobično.",0
"Pljesak je također i traženje ravnoteže između straha i radosti, i to sve da bi se makar približno održao osjećaj privilegiranosti.",1
Osim što nas Cooper počašćuje kadrovima gavrana a svi znamo da je upravo Gavran jedna od najpoznatijih lirskih pjesama Edgara Allana Poea još jedna referenca na vrsnog američkog autora iščitava se i iz imena Baleova lika.,1
"George Miller se prvi put fokusira na proširenje svijeta kojeg je stvorio prije 45 godina prvim filmom Pobješnjeli Max (Mad Max, 1979).",1
"Osim toga, tu su bili sporedni likovi poput narednika Kwona (Park Ji-hoon TV serija Najgori od zla itd.), Tigra (Park Hyo-joon Loši momci: Vladavina kaosa itd.), učitelja (Jang Young-nam Povjerljivo Zadatak, TV serija Captivating the King itd.), dama s nakitom (Jung Young-joo Cafe Midnight, TV serija A Good Day to be a Dog itd.) koja je pružala humor.",1
"U filmu nastupa i Willem Defoe koji polako postaje redateljev kućni glumac, sveprisutni Nicolas Hoult i neprepoznatljivi Bill Skarsgard kojem ""Nosferatu"" nije prvi izlet u horor žanr.",1
Fiennesov kardinal Lawrence je pak lik koji na sebe preuzima dužnost detektiva i poput kakve iskvarene verzije velečasnog Browna iz istoimene engleske serije istražuje moguću zavjeru u srcu Vatikana.,2
"Svaki kadar djeluje kao da je dizajniran po određenom dobu dana, posebno kroz paletu boja koje su privlačne jer služe samoj priči.",0
"Upravo suprotno, dobar dio misterije bude otkriven prilično rano, tako da bi ""Meni"" prije nazvao gastronomskim pogledom na društvo današnjice.",1
"S druge strane, kada tišina prestane, uvid u njegovu psihu redatelj postiže izborom glazbenih preferenci, gdje se posebno ističe ""How Soon Is Now"", grupe The Smiths.",1
"Prvo je bio Habemus Papam (Imamo papu), iste godine pojavila se serija Borgia, zatim Mladi papa, pa Novi papa, onda Dvojica papa, pridružio se i Papin egzorcist, a evo nam sada i Konklave u kojoj imamo jednog mrtvog i jednog skroz novog papu.",1
"Zaboravio sam na eventualne probleme, a u sjećanju su mi jače ostale one pozitivne strane filma.",1
"Stavimo li na stranu neke od tih nedostataka, film je prilično dobar i ono što je najvažnije za horor strašan.",0
"U ovoj fazi franšize autoru je dozvoljeno da bira koje će elemente zadržati, a koje izmijeniti kako bi održao priču zanimljivom.",1
"Kad smo već kod Poea, začudna je fizička sličnost između pravog autora i njegove inačice u filmu koju je pohvalno utjelovio Harry Melling.",2
To su pojedinci koji će uvijek uspjeti pronaći neku zamjerku bila to razdvojena emulzija ili nedostatak kruha.,1
"Na izletu im se pridružuje i elitistički odred bogataša, zvijezda i pseudointelektualaca iz kojeg izdvajamo Janet McTeer kao kritičarku restorana Lillian te Johna Leguizama u ulozi filmske zvijedzde na zalasku karijere.",1
"Istina, niste u tome u krivu, ali, priznajte, vi i dalje žudite za takvim spektaklom.",1
"Ono što mi se također svidjelo kod njega svakako je suptilan humor kojeg koristi čak i u ozbiljnijim trenucima, kada samo jednom mimikom lica ili nekim odgovorom donosi svjetlo na pijesak Dine.",0
"Unatoč televizijskom angažmanu, Sydney je postala iznimno aktualna zahvaljujući društvenim mrežama, na kojima se neprestano vode rasprave oko razloga njenog uspjeha..",0
"Iako na prvi pogled između njega i dvoje glavnih protagonista nema neke velike poveznice, Peele nas, naravno, opet navodi na krivi trag.",0
"Saw X počinje s njegovim likom, Johnom Kramerom koji saznaje da ima samo nekoliko mjeseci života.",1
"""Bezgrešna"" je školski primjer filma koji je pametno iskoristio zvjezdanu moć glavne zvijezde.",0
Dina 2 je estetski jedan od najljepših filmova svih vremena.,0
"Ona se zove Sue, a glumi ju Margaret Qualley.",1
"Iako poanta nije u tome da Kramer izgleda kao pravednik, Saw X se više nego ikad prije oslanja na svoj moralni kodeks.",1
"Premda su stalni Fincherovi suradnici Atticus Ross i Trent Renzor iz Nine Inch Nails skladali glazbu i za ovaj film, note jednog drugog kultnog sastava prevladavaju u filmu, a to su pomalo iznenađujuće The Smiths.",1
"""Ako ne možete podnijeti dosadu, onda ovo nije posao za vas."".",1
Samim time mi je Dina 2 bio najiščekivaniji film ove godine.,0
"Kao što mu ime govori, smješten je u svijet pobješnjelog Maxa.",1
"S tehničke strane, film ""Konklava"" je gotovo pa besprijekoran.",2
Sve što je potrebno učiniti je uhvatiti ruku kao da se rukujete.,1
Odluka da si ubrizga supstancu koja će joj pomoći da postane mlađa i seksepilnija dovodi do stvaranja Sue (Margaret Qualley).,1
"I doista se ne sjećam, bez pregleda njene IMDb stranice, jesam li je još negdje vidjeo.",1
"Poea, onda svakako bacite oko na Blijedoplavo oko.",1
"Kao što rekoh, svi imaju prste u pekmezu, a Lawrence sve do kraja filma, odnosno kraja konklave, pokušava otkriti koje su to tajne.",1
"A kada tome dodamo proces starenja koji ne možemo kontrolirati i sve to kroz istraživanje nedostataka prihvaćanja sebe, onda dobijemo zrcalo u kojem tijelo i um uistinu postaju (body) horor.",1
"Unatoč ovako dobrom redatelju, i više nego solidnom scenaristu te zvjezdanoj postavi, film ""Konklava"" pada u zamku prikaza Katoličke Crkve, najveće nevladine humanitarne institucije na Zemlji (s oko 139 tisuća škola, 18 tisuća klinika, 16 tisuća domova za starije i one s posebnim potrebama i 5 i pol tisuća bolnica širom svijeta) kao legla zmija, odnosno korupcije, nemorala, religijskog fundamentalizma, skandala, previranja, sukoba, prijevara i obmana.",1
"Naime, ""Smiješak"" je prvi dugometražni film redatelja i scenarista Parkera Finna riječ je o solidnom ostvarenju kojega bi najlakše bilo opisati kao križanca japansko-američkog Kruga i napetog horora It Follows.",1
Njena sanjarska pojava podsjetila me na likove koje je u svojim filmovima stvarao David Lynch.,1
"U prvoj gledamo glavnu junakinju Sheryl, i to upravo u izvedbi Anne Kendrick koja je tako u dvostrukoj ulozi, glumice i redateljice.",1
Tijekom cijelog filma jasno se osjeti iritantan nesklad..,1
"Mogao bih sada pričati o potencijalnim manama filma u pogledu same priče i pozadine nekih likova, a koja je mogla u kontekstu intimnijeg pristupa biti bolja.",2
"Način na koji se kreće, poput kakvog baletana, s dozom samopouzdanja pa čak i kada mu ne ide sve po planu, apsolutno i u svakom pogledu odgovara samom stilu filma.",0
"Kada umiru njihove smrti nisu šokantne jer su očekivane, a njihove nedaće nikad ne postanu dovoljno uvjerljive.",1
"Međutim, do tada igra postaje previše očigledna i otkrivanje stvarnog Oliverovog motiva je daleko od efektnog.",1
"Ona je doslovno ""X factor"" za ""X"".",0
"Radnja filma smještena u vremenski okrvir između prva dva nastavka, a za razliku od njih u svojoj prvoj polovici ima tradicionalnu narativnu formu u kojemu Johna Kramera pratimo u nastojanju da se van službenih kanala javnog zdravstva izliječi od tumora mozga koji ga ubija.",1
"Međutim, film se ne oslanja samo na svoje glavne likove da bi se stvorila atmosfera, jednako kao što se ne zamara nekom njihovom pozadinskom pričom.",1
"Air je djelo Amazon studios, a Tetris Apple TV-ja, a razlika među njima vidljiva je samo u kalibru glumaca.",1
"Napisao bih desetak stranica teksta kada bi obuhvatio sve što želim napisati, ali mislim da se može zaključiti da me Dina: drugi dio potpuno oduševio.",0
"Uz Arija Astera i Roberta Eggersa, Jordan Peele jedan je od najistaknutijih redatelja koji se u drugoj polovici prošloga desetljeća etablirao u žanru koji neki nazivaju elevated horror, a drugi pak post-horror, a čija je glavna odrednica kombiniranje tropa filmova strave i užasa sa sporijim tempom i ozbiljnim temama koje se češće vežu uz autorsku dramu nego uz camp estetiku punu krvoprolića na kakvu smo navikli u žanru horora u posljednjih pola stoljeća.",1
Ali na dobar i zabavan način jer shvatit ćemo da se gotovo nitko od gostiju te ekskluzivne večere nije ondje našao slučajno i da svi zaslužuju ono što ih čeka.,0
"Nimalo me ne iznenađuje moment u kojem se, zahvaljujući razvoju tehnologije, tema multiverzuma počela sve češće povlačiti po filmskim kompendijima.",2
Seansa znači prizivanje duhova detektiv koji vjeruje samo i isključivo u racionalna objašnjenja suočen je s događajima koje nije jednostavno objasniti.,1
"U trenucima kada je vrlo lako zauzeti stranu i kada neke odluke djeluju i više nego razumno, gotovo pa da ne postoji pitanje što nakon toga.",1
"i Emerald (urnebesna Keke Palmer), no stvari ne idu prema planu pa su sve češće primorani prodavati svoje konje susjedu ""Jupeu"" (Steven Yeun iz ""Minari"") koji iza sebe ima traumom obilježenu glumačku karijeru, a sada vodi neku vrstu kaubojskoga tematskog parka.",1
"Nema nikakve dovojbe kako je ovo Fienessova ponajbolja izvedba, a što najbolje dokazuje upravo moja neodlučnost prema onome što njegov lik u filmu jest.",0
"Voljeli ga ili ne, jedno je sigurno, nakon gledanja njegovih filmova sasvim sigurno nikad nećete ostati ravnodušni.",0
Film nema puno dijaloga i to je rizik koji se isplatio.,0
"Plus, jedan dio filma je snimljen u Hrvatskoj.",1
"Serijal se, dakle, pogubio nakon smrti antagonista, a jednostavna formula se izlizala, pa su ljudi koji su od Wana i kokreatora Leigha Whannella preuzeli unosnu franšizu izbacivali su mlake kopije koje su unatoč oštrim kritikama i dalje zgrtale dovoljno novca.",1
"Njen uspon započeo je 2018., u serijama poput Sluškinjina priča i Everything Sucks!, no većini gledatelja ipak će biti poznatija po nedavnim ulogama u Euforiji, Bijelom Lotosu i katastrofalnoj Madame Web.",2
"(By the way, gdje su dotični nestali, zna li se šta?)",1
"Film je podijeljen u šest strukturalnih priča, gdje se točno može vidjeti i osjetiti vizualnost istoimenog grafičkog romana po kojem je snimljen.",0
On upravlja vašim tijelom i može komunicirati sa svima oko vas.,1
"No, u vrijeme kada je film dovršen nije se tako činilo, tim više što je izazvao velike kontroverze, i to prije svega zbog tužbe koju je podigla obitelj Brama Stokera, pisca kultnog romana ""Drakula"", a koja je smatrala kako je Murnau uzeo ideju za film iz romana bez dopuštenja.",2
Nekima je tih 20 minuta najbolji dio filma.,0
"U Americi, u kojoj nije ništa bolje po pitanju lobija i ustoličenja po stranačkom ključu nepravdu dodatno potencira civilna porota.",2
"Oliver je simpatičan jer potiče iz siromašne porodice sa roditeljima koji imaju problema sa zavisnošcÌu od droge i alkohola, ali je prevazišao teške životne okolnosti i dospeo do Oksforda.",1
"""X"" je bez ikakvog pretjerivanja moderni horor klasik.",0
"Djelujući kao ekscentrična, unikatna i neizmjerno elokventna osoba, Poe iskazuje zanimanje prema mračnom slučaju.",1
"Drugim riječima, film treba opravdati kršenje poretka stvarnosti.",1
Odakle toliko mračnih priča i pjesama koje su izašle iz njegovog pera?,0
"Redatelj često koristi duge kadrove koji stvaraju ubrzan rad srca, i koji imaju lako prepoznatljiv Shyamalanov potpis, bez i da znate da je on režiser filma.",2
"Romantični svijet koji stvara Ti West kroz vizualni privid, zapravo postoji samo zato da bismo mogli shvatiti sve ono što se rađa u njenoj glavi.",0
"Villeneuve, barem je takav moj dojam, svaki film snima tako da ih možemo gledati zasebno i svejedno uživati u njima.",0
Nekako mi se čini kako taj pljesak i simbolizira status koji bi neki ljudi željeli imati.,1
"Ipak, film je zaradio dvostruko više od budžeta i zeleno svjetlo za deseti nastavak, ali što uopće smisliti nakon toliko epizoda?",0
I tu sad dolazimo do savršenog primjera kako je u ovom filmu ono vizualno u sukobu s izgovorenim.,1
"Listopad je 1930., a umirovljeni detektiv Augustus Landor (Christian Bale) koji si, uzgred rečeno, kadšto voli cugnuti pozvan je da istraži ubojstvo.",1
I nije on jedini.,1
"Alice ispada bezobrazna i blesava, a Frank odlazi bez posljedica.",1
"Sve to skupa čini jako dobar ugođaj za vrijeme gledanja u kinu, što film pretvara u psihološki triler na psihodelicima.",1
"Horori su uvijek bili ogledalo društva, a kako je depresija bolest koja uzima više života nego rak i tumor, onda je uistinu za svaku pohvalu uopće postojanje ovakvog filma.",0
Način na koji gledamo njegov lik u velikoj mjeri oslikava način na koji gledamo svijet Dine.,1
"Ovde su autori naišli na veoma pametan i vrlo neobičan obrt u koncepciji, a da li film u potpunosti koristi tu novu premisu je skroz druga priča.",1
"Izbori su zapravo kao i svaki drugi u političkom svijetu, lobira se za određene kandidate i traži se dvotrećinska većina dovoljna za pobjedu.",1
"Kada obje odbiju odati gdje se nalazi Zemlja obija, Furiosinu majku nakon mučenja razapnu i zapale.",1
"I dok smo ga u prvom filmu doživljavali kao heroja, ovdje je Villeneuve suptilno dao do znanja kako on i nije baš toliki pozitivac kao što se čini, a što je opet na tragu i samog Herberta koji je u romanu dao neku vrstu upozorenja što se događa kada netko ima preveliku moć.",1
Vrijedno gledanja?,1
Klasik?,1
"Jer, naravno, uvijek je lakše privući pažnju pljuvanjem, i baš zato je ugodno promatrati kako se ta pljuvačka tim istim snobovima vraća i cijedi po licu.",1
"Dovoljno je samo pogledati njegovu filmografiju, gdje možemo doslovno izvući samo taj jedan njegov najdraži film s kojim bismo mogli dokazati kako je riječ o filmašu koji je uistinu obogatio filmsku umjetnost.",0
"Primjerice, kada se glavni protagonist daje u bijeg, za očekivati je neku ""brzi i žestoki"" akciju, no umjesto toga mi dobivamo smirujući ton trenutka koji je totalno netipičan, ali ipak savršeno povezan sa psihičkim stanjem lika.",0
"Glavni razlog leži u tome što je gotovo svaki lik itekako zanimljiv, tako da doslovno ne možeš skinuti pogled.",0
"Prije svega, glavni glumac Daniel Kaluuya odigrao je još jednu vrhunsku ulogu.",1
"Tim više je film itekako vrijedan gledanja, posebice što je ta tema obrađena na jedan iznimno pametan način.",1
"U protivnom bismo imali isti film samo s američkim glumcima, što tek ne bi imalo nikakvog smisla.",1
"No, ovaj film zapravo je postao popularan, bolje rečeno, viralan zbog svoje krvavosti i mnogih mučnih scena.",1
Različite točke u prostoru i vremenu u kojima se ona nalazi samo dodatno osnažuju našu privrženost prema njenoj osobnosti.,1
"To inače ne bi bilo loše, ali ovdje se to teško može staviti pod plus, jer završnica djeluje kao odmetnuta od svega što smo prethodno gledali.",1
"Istina, postoje određeni trenuci koji stvaraju samo prividan mir, a koji opet, paradoksa radi, stvara još snažniju potrebu za degustiranjem Chefova jelovnika.",0
"Peele je suptilan u tome, ali ta suptilnost je dovoljno jaka da nas oblaci tih kadrova prate u stopu, i to je ono što je najstrašnije kada je u pitanju ""Nope"".",0
"Braća Filipu koriste mnogo praktičnih efekata sa primetnim uspehom, ali dinamika montaže i potpuna bespomoćnost deteta, kao i posmatrača, takođe značajno doprinose zastrašujućem efektu.",0
Na drugoj strani tog spektra se nalazi Ben Dalton (Scoot McNairy) koji ne želi preuzeti inicijativu i sve mu je OK dokle god je mir.,1
"Iako ovo nije tipični body horor, itekako se primjeti utjecaj Davida Cronenberga, jednako kao i filma ""Wicker Man"", upravo kroz te psihodelične aspekte.",0
"Ali nikad do sad taj put do dvorca nije bio toliko jezovit, poput struje svijesti u najgorem košmaru.",0
"Osim toga što njegovo prezime svako izgovara drugačije, Kogan je jedinstven mladi glumac koji je sposoban da istovremeno bude jeziv, patetičan i istinski simpatičan.",1
"Ako tražite najbolji dokaz koliko je zvuk važan za stvaranje filma, onda vam je upravo ""Nope"" najbolji primjer.",1
"Kada su u pitanju ostale uloge, onda svakako valja naglasiti još jednu novost.",1
"Landor se ubrzo u mrtvačnici ističe svojim vrsnim detektivskim metodama, otkrivajući u Fryevoj ruci komadić poderana papira s porukom.",1
"Jer, sve ono što mi trebamo znati o njemu saznajemo kroz njegove učinkovite postupke.",0
"On traži povod i svaku će sitnicu iskoristiti za nasilje nad djecom (teško se oteti dojmu kako je Terrence, tako je očevo ime, razloge za odlazak majke pronašao upravo u Gwen i Finneyju).",1
Čak ni Barry Keoghan kojeg se posebno hvali.,1
"Čak je i lukavi rasplet zadovoljavajuć, makar sveukupno film ne uspije zadati onaj katarzični udarac.",1
Ono što je zanimljivo u posljednja dva filma Sage Pobješnjelog Maxa je sraz između â€˜muškogâ€™ i â€˜ženskogâ€™ svijeta.,1
"Ono što bih odmah u startu želio naglasiti, kada sam se već dotaknuo glumačkih uloga, onda su upravo izvedbe glavnih protagonista.",1
"Glatka i jasna režija, bavljenje sustavnim nepravdama Amerike u službi kritike kao dio redateljskog potpisa Clinta Eastwooda dosljedan je tako njegovoj poznatoj filozofiji minimalizma i izravnosti gdje briljatno oblikuje osjećaje tjeskobe, klaustrofobije i napetosti.",0
"Ta površina u prvom redu krije borbu protiv psihičkih bolesti, posebice depresije.",1
"Peele je u tome itekako uspio, unatoč tome što, posebice iz današnje perspektive, nije u potpunosti definirao stil, odnosno redateljski pečat koji će biti njegov zaštitni znak.",1
"I dok svijet napeto iščekuje tko će biti izabran za poglavara Katoličke Crkve, vjerske zajednice kojoj pripada zbor vjernika od čak 1.086 do čak 1.42 milijarde ljudi (točne brojke nemoguće je utvrditi), dotle su kardinali pod ključem.",1
"koji pametuju o njihovim ostvarenjima, a u životu nisu uzeli kameru u ruke, pjevaju kao da im je slon prdnuo u uho ili ne znaju šutnuti loptu, tako i tim vrhunskim kuharima mora ići na živce i nevjerojatno im smetati kad  neki bezveznjaci seru po njihovim jelima.",0
I ne samo kada je u pitanju vizualnost već i zvuk koji u filmu ima jako bitnu ulogu.,0
"Zgroženu i šokiranu Ceciliju čitav samostan ubrzo prihvaća kao blagoslovljenu ženu, a najveći pobornik bezgrešnog začeća postaje Sal (Ãlvaro Morte), preobraćeni svećenik s diplomom iz genetike.",1
U školi je mirni i povučeni Finney na meti vršnjaka nasilnika (zaštitu će dječak dobiti od vršnjaka) situacija kod kuće također je natopljena nasiljem.,1
"I tu dolazimo do kardinala Beniteza oko kojeg se, koliko god bio po strani, cijela priča vrti.",1
Melling se odonda posve promijenio pa je na prvu teško pronaći sličnost između njega i zlobnog debeljuce iz filmova o Harryju Potteru.,2
"Loš izbor glumaca, već viđena i izblajhana tema, odveli su ovaj film u zaborav čim je izašao.",1
"Fennell je tada osvojila Oscar za najbolji originalni scenarij, a uz to, film je imao još četiri nominacije.",1
"Uostalom, sami presudite je li kraj filma dobar.",1
"Jer, taj ton napetosti, u trenutku kada i mi shvatimo kako ništa nije kako se čini, uistinu funkcionira jako dobro.",2
"Nikako ne treba izostaviti ni Houlta, koji uspješno stvara lika prema kojemu je nemoguće ne stvoriti antipatije kao i Taylor-Joy koja se može protumačiti kao â€˜prizemljeniâ€™ lik koji služi kao gledateljeve oči kroz bizarnost cijelog koncepta.",0
"Ipak, najbolji dojam ostavio je Rufus Sewell u ulozi Charlesa.",1
"No, čini se kako i Villeneuve dijeli moju zainteresiranost prema Harkonnenima, s obzirom na to da je upravo kroz baruna Vladimira odao počast ""Dini"", Davida Lyncha.",0
"Farma pripada ostarelom bračnom paru, a pridošlice u toku noći shvataju da nisu bezbedni i da su na meti svojih domaćina.",1
"Izgleda kako je Peele uvažio te kritike, pa smo kroz ""Nope"" dobili likove uz koje se vrlo lako povezati, posebice u onom karakternom smislu, što je uz odlične glumačke role uistinu bilo pravo osvježenje.",1
"Stoga ""Nosferatu"" djeluje kao nepropusna cjelina izrazite kakvoće na svim razinama, a jedina stvar koja je sputava jest okvir fabule koji mu je nametnut originalnim materijalom.",0
"A oni koji su čitali moju recenziju Doktora Strangea, znaju kako mi se taj film zapravo prilično svidio.",0
"Zanimljivosti na stranu, Blijedoplavo oko nije savršen film.",2
Čak i provokativan.,1
"Ovo upoznavanje sam namjerno stavio pod navodnike jer, nažalost, â€˜večeraâ€™ gdje će se to pravo upoznavanje i zbližavanje dogoditi nikad ne bude rezervirana.",1
"Zapravo, točnije bi bilo reći kako film odgovara Fassbenderovom stilu.",0
"Poveo je on sa sobom i Margot (Anya Taylor - Joy), djevojku koja se jedina ne čini pretjerano zainteresiranom za sve te kerefeke koje spremaju Slowik i njegova ekipa.",1
"Nakon što Sveti Otac premine u snu od posljedica srčanog udara, dužnost organiziranja konklava, tajnog izbora novog pape, pada na dekana Kardinalskog zbora, kardinala Thomasa Lawrencea.",1
U jednom intervjuu sam pročitao da je Villeneuve rekao da ne smatra dijalog toliko bitnim za film.,1
"Zapravo, kod prikaza sva tri navedena lika, osim odlične glume, dobar dio posla odigrali su i kostimi, šminka te kamera i dizajn zvuka.",0
"Ne, ovo je film u kojem imamo plaćenika koji djeluje poput nepouzdanog pripovjedača te koji nam umjesto neprestane akcije daje unutarnje monologe kroz koje ga upoznajemo u psihološkom smislu.",1
"Sve je u našim glavama trauma, tjeskoba, strah, stres.",1
"Eto, meni je trebalo nekoliko dana da mi se slegnu dojmovi za â€˜Ostarjeleâ€™, i nakon šta sam o mnogočemu vezano za film â€˜raspravioâ€™ sa svojom filmofilkom, došlo je vrijeme i da te dojmove pokusam podijeliti sa vama.",1
Ali da je dvaput razmislila znala bi da za žene vrijede drugačija pravila.,1
Na nekoliko scena sam osjetio trnce po cijelom tijelu što samo po sebi dovoljno govori o tome koliko sam zadovoljan radom Villeneuvea.,0
"Na ovoj plaži ljudi umiru, razbolijevaju se, lude. Među njima je i poznati reper.",1
"To, naravno, itekako ima smisla, jer Hill je sin majstora horora, tako da izgleda kako jabuka nije pala daleko od stabla.",0
"Malo nam je smiješan, a malo ozbiljan. Sve u svemu, preslab negativac da bismo ga dovoljno mrzili.",2
"Kad je Nam-san saznao za postojanje stana za koji se govori da je sigurno utočište za preživjele s čistom vodom i svime, nije o tome razmišljao.",1
"Atmosfera u originalu je bila više sumorna, mračna, dok ovdje nije takav slučaj.",1
"Naime, tada je fokus isključivo na njenom licu, nema nikakvih dijaloga, sve što trebaš dobiti vidiš upravo u njenim očima.",1
"Prije nego završim odlomak posvećen Villeneuveu želim reći da najviše poštujem njegovu odliku da apsolutno nikada ne radi film za ""glupu"" publiku kojoj se mora sve što se događa u filmu detaljno objasniti više puta.",1
