Sentence,Label,MovieID,Review ID,SentID,FilmID,ReviewID,SentenceID
"u ovom ranom dijelu filma odzvanja rečenica junakinje sigourney weaver, ripley, iz filma *aliens*, koja uspoređuje xenomorfe i ljudsku vrstu: “ne znam koja je vrsta gora. ne vidiš da se oni međusobno uništavaju radi nekakvog postotka.”",1,,,,10.0,5.0,13.0
sve ovo uvod je u najvažniji dramatski moment filma.,1,,,,26.0,3.0,38.0
"ne pamte ga ni suputnici iz vlaka 671, jer ih je bilo strah i gledali su u pod.",1,,,,26.0,1.0,60.0
"no, nekako se čini kako su među obožavateljima cijenjena samo prva dva naslova pod redateljskim palicama dvojice filmskih gromada ridleya scotta (alien) i jamesa camerona (aliens), tako da vjerujem kako će obožavatelje razveseliti vijest kako će se radnja alvarezovog filma događati u razdoblju između aliena i aliensa.",0,,,,10.0,2.0,4.0
"kao mladi ljudi, ponovo se povezuju putem skypea, ali ih udaljenost tjera da se razdvoje.",1,,,,14.0,5.0,3.0
"jonathan goldstein i john francis daley, režiseri fantastične komedije game night iz 2018., izabrani su da naprave fantastičnu akcijsko-avanturističku komediju o pljački u duhu guardians of galaxy.",0,,,,17.0,3.0,6.0
sam sorrentino ovaj svoj film nazvao je “ljubavnom posvetom napulju”.,1,,,,32.0,2.0,16.0
"s obzirom kako je ona živjela u uvjerenju da joj je suprug ružan i neugledan, s ovim potezom ju je navodno oborio s nogu.",1,,,,12.0,7.0,17.0
ponekad je to dobra stvar!,0,,,,9.0,2.0,2.0
ryder je egoistična nesimpatična glumačka pojava kojem se čitava ekipa mora prilagoditi u svakom trenutku bez obzira na njegove zahtjeve i (zlo)djela.,2,,,,6.0,3.0,19.0
iako kao djeca nismo znali što je točno beetlejuice i crtić i film su nas animirali.,1,,,,24.0,2.0,4.0
"međutim, užas u pogledu na te povorke predstavljaju poniženi, pobijeđeni, ubijeni, pregaženi… sve one nevine žrtve koje bivaju zaboravljenima u toj egzaltaciji.",1,,,,26.0,3.0,5.0
"da, točno je da je josephine (ili kako joj glasi ime marie josèphe rose de tascher de la pagerie) rođena na martiniqueu i da je osvojila najmoćnijeg čovjeka svijeta u tom trenutku.",1,,,,12.0,7.0,11.0
druga prilika je drugačija priča – krvavi obračun u zgradi opere svojevrsna je kombinacija johna wicka i tarantina.,1,,,,21.0,1.0,21.0
"potencijal koji prvotno istražuje noćni život kroz epizode s nekim bogatašem i noćne kronike napulja, gdje pohodi siromašna predgrađa, što je još jedan dio sorrentinove posvete rodnom gradu.",1,,,,32.0,1.0,33.0
ali sebastian stan je ovdje odradio nevjerojatno dobar i suptilan posao.,0,,,,7.0,2.0,24.0
"pogotovo u komičnim scenama, a vjerujte mi da ih ima.",0,,,,6.0,2.0,10.0
netko je prisutan u kući i prati svaki trenutak obitelj payne i gostiju.,1,,,,22.0,1.0,20.0
"jer, malo je ljudi koji doista čuvaju ljudsko dostojanstvo kada je ono ustrašeno, ili u ovome slučaju dovedeno pred ultimativnu nelagodu ugroženosti vlastite egzistencije.",1,,,,26.0,3.0,47.0
"grupa glavnih likova našla se u situaciji gdje se moraju boriti ne samo protiv vanzemaljskih bića, već i sa samima sobom, dok pokušavaju preživjeti zastrašujuću prijetnju.",1,,,,10.0,5.0,7.0
"deseti film u serijalu sadrži već poznate lude akcijske sekvence koje apsolutno krše sva moguća pravila fizike i logike, ali ipak nisu na nivou onih iz prošlih filmova.",2,,,,16.0,2.0,30.0
"na tom principu i djeluje ovaj film, kao bijeg u jedan svijet koji nije samo nabijen akcijom već romantikom, dramom i komedijom, odnosno svim onim žanrovskim elementima koji čine dobar i zabavan provod u kinu.",0,,,,6.0,1.0,21.0
"premijera „brutalista“ je bila na međunarodnom filmskom festivalu u veneciji, još 01. rujna 2024., gdje je redatelj osvojio srebrnog lava.",1,,,,33.0,1.0,3.0
suočavaju se s protivnicima na mentalnom terenu.,1,,,,9.0,2.0,48.0
"kao i filmovi o bilo kojoj zamislivoj temi na svijetu, i oni o egzorcizmu se dijele na dobre i loše.",1,,,,18.0,1.0,1.0
"u jednom trenutku se vraćamo u klasične ulične utrke po kojima je serijal bio poznat, ali su nekako uspjeli i te sekvence da učine dosadnim.",2,,,,16.0,2.0,24.0
"s redateljske strane, louis leterrier obavio je solidan posao što se posebice dobro vidi u brojnim akcijskim scenama u kojima su na kreativan način korišteni dronovi i druga tehnička dostignuća.",0,,,,16.0,1.0,35.0
"fanovi će posebno uživati ​​u duhovitim šalama između eddieja i venoma, pri čemu će izvanzemaljac dobiti najbolje udarne riječi.",0,,,,20.0,3.0,21.0
"spisateljica helen fielding ponovno se vratila svojoj junakinji 2013. godine romanima bridget jones – luda za njim (bridget jones: mad about the boy) te drugo stanje bridget jones (bridget jones’s baby) iz 2016. godine, koji je uspješno ekraniziran iste godine (budžet od 35 milijuna dolara i zarada od gotovo 212 milijuna).",1,,,,2.0,3.0,11.0
kamera je neprestano fokusirana na lica i to cijeloj priči daje vrlo jaku ljudsku crtu.,1,,,,26.0,2.0,9.0
cilj im je intervjuirati i fotografirati predsjednika u završnim trenucima vlasti.,1,,,,11.0,3.0,19.0
"odglumila je izmučenu fotorepoterku krajnje uvjerljivo, bez trunke glamura ili preneamaganja.",0,,,,11.0,3.0,39.0
manjak zvuka također igra veliku ulogu u filmu zbog raznih scena u kojima ne bi smjelo biti zvuka.,1,,,,10.0,6.0,36.0
"također, chloe se upušta u vezu i s tylerovim prijateljem ryanom, koji i nije baš onakav kakvim se čini.",1,,,,22.0,2.0,10.0
"u dva nabrojana andersonova filma osjeti se kubrickovska hladnoća (iako mu ostala djela nisu tako hladna: npr. teška osmica, posebno boogie nights liccorice pizza, doduše legendarna magnolija je stvarno posebna i nimalo lagana epska drama, ali tu su i lakši filmovi, kao drunk-punch love, inherent vice te kako se uzme – phantom thread) i to je smjer kojim ide(mo) i u „brutalistu“.",1,,,,33.0,1.0,35.0
"još ćemo vidjeti hoće li “anatomija pada” slijediti recentni trend u kojem dobitnici zlatne palme svoj uspjeh pretvaraju u nominacije za oscar, pa i same zlatne ćelavce kao što je to bio slučaj s lanjskim dobitnikom, “trokutom tuge” rubena östlunda (nominacije za najbolji film, redatelja i scenarij) ili pak “parazitom” bonga joon-hoa (oscari za najbolji film, redatelja i scenarij), no akademija bi ga svakako trebala uzeti u obzir u svim navedenim kategorijama, kao i hüller za glavnu glumicu, jer je doista u pitanju jedna od najboljih i najslojevitijih izvedbi godine.",0,,,,13.0,3.0,16.0
odjednom je zemlja poznata po brodogradnji krenula štancati filmove bolje i od brodova podarivši ljubiteljima sedme umjetnosti barem tucet punokrvnih remek- djela da bi svoju internacionalnu afirmaciju potvrdila trijumfom “parazita” na dodjelama oscara 2019. godine.,1,,,,14.0,2.0,2.0
jedna od njih svakako je „the fall guy“ u kojoj je glavna zvijezda bio lee majors koji je kroz 112 epizoda portretirao kaskadera colta seaversa.,1,,,,6.0,1.0,8.0
"vrana će vratiti dravena u svijet živih, točnije naš svijet i osvetu je nemoguće izbjeći.",1,,,,21.0,1.0,10.0
"najpametnijem članu reggiejeve ekipe, australskoj ovčarki maggie glas daje komičarka isla fisher (djeveruše pod gasom, 2012., ti loviš, 2018.) dok je tjeskobnoj dogi hunteru glas posudio randall park (always be my maybe, 2019., wandavision, 2021.).",1,,,,29.0,2.0,13.0
"jared leto je, na neki način, bio dio gotovo svakog lošijeg filma posljednjih godina, od „odreda otpisanih” preko „malih stvari” pa sve do „haunted mansion”.",2,,,,9.0,1.0,12.0
"u posvetu odrastanju na mediteranu (svojevrsni i moderniji amarcord), redatelj ubacuje i stvarne osobe tog razdoblja.",1,,,,32.0,1.0,34.0
"premda neki tumače da film govori o važnosti novinarstva, “civil war” ipak postavlja pitanja o novinarskoj etici i neutralnosti i nemilosrdnom škljocanju fotoaparata koji se nalaze usred vojnih akcija, kao i o ovisćnosti o adrenalinu koji eksplozije i nasilje u njima proizvode.",1,,,,11.0,2.0,18.0
može se reći da je soderbergh vizualno i redateljski uspio sve koeppove zamisli i ideje na zadovoljavajući način pokazati.,0,,,,22.0,2.0,34.0
"naivno je očekivati da će crkva svoje grijehe priznati i za njih se pokajati, ali u ovom filmu ti se grijesi, u skladu s kršćanskom praksom, samo lakonski prepisuju izravnom djelovanju sotone.",2,,,,18.0,1.0,9.0
"i zato, više o filmu, manje o (manjim) povijesnim netočnostima i naglascima pojedinih protagonista.",1,,,,12.0,3.0,14.0
"clint eastwood trenutno radi na novom, navodno posljednjem filmu bogate karijere.",0,,,,12.0,3.0,3.0
original je puno tamniji i atmosfera puno više dolazi do izražaja.,2,,,,24.0,2.0,30.0
"baš kao što u „zoni interesa“, namjerno hladnom filmu jonathana glazera (koji je također napadao oscare 2024., a nešto i osvojio), ne vidimo nacistički genocid, tako ni u „brutalistu“ ne vidimo sve zločine (doduše, neka teška kaznena djela – domaćih izdajnika – itekako vidimo), ali ožiljci su tu – u protagonistima i gledateljima.",1,,,,33.0,1.0,119.0
u svakom trenutku kada su skupa se vidi njena zabrinutost za njega (makar je android) iz razloga što je on njezin “brat”.,1,,,,10.0,6.0,16.0
"u redu, u filmu postoji ubojstvo ima i nešto nadnaravnih detalja uz dodatak humora, ali mjesto, protagonisti i spomenuti humor možda ipak više podsjeća na neke druge slavne redatelje.",1,,,,30.0,1.0,11.0
"ono što mi se u tim prvim kadrovima najviše svidjelo definitivno je vizualna naracija kroz koju smo, bez ikakve posebne najave, bili suočeni s prikazom nasilja.",0,,,,12.0,1.0,32.0
"no, uplašen je i djed s unučicom (dušan gojić, priska ugrina), a iz ostalih kupea, kao i izvana čuju se povici.",1,,,,26.0,3.0,36.0
"ako prije niste, pustit ćete i suze u ovom nastavku.",0,,,,2.0,1.0,8.0
ono što izdiže venom 3 u odnosu na prethodna dva filma je to što finale uspijeva pogoditi emocionalnu notu.,0,,,,20.0,4.0,15.0
"a s ridleyjem scottom iza kamere, možete računati da ćete vidjeti careve najpoznatije taktičke pobjede rekreirane na golemom platnu, velikih razmjera i krvavih u detaljima.",0,,,,12.0,4.0,2.0
"njezino je tijelo plima donijela na mjesto, gdje je sada izgrađen castel dell’ovo (dvorac uz more u napulju) te je po njenom grčkom imenu nazvan grad, koji će kasnije postati neapolis, tj. napoli ili napulj.",1,,,,32.0,1.0,13.0
"i u takvom svijetu odvija se najčarobnija priča koja je ispričana 2024. godine, a vjerojatno i jedna od najčarobnijih uopće.",0,,,,31.0,1.0,4.0
"iako nisu više od deset godina bili u kontaktu, stara povezanost je i dalje prisutna, možda i jača nego prije.",1,,,,14.0,1.0,19.0
"ali nakon što je odigrao bitnu ulogu u zarobljavanju crvenog maga od thaya, život ovog simpatičnog junaka okrenuo se naglavačke.",1,,,,17.0,4.0,2.0
"unatoč ambicijama i ekipi koja se okupila na snimanju “mumije” (tom cruise, russell crowe, sofia boutella…) “mumija” se pretvorila u jedan od najvećih kreativno-komercijalnih promašaja 2017. godine.",2,,,,36.0,1.0,4.0
zbog rupa u scenariju i prosječne glume nema moć da uvuče gledatelja u priču i cijelo vrijeme pliva u prosječnosti.,2,,,,17.0,5.0,42.0
"protagonisti se, često, pojavljuju i odjavljuju iz priče bez ikakvog smisla.",2,,,,16.0,4.0,15.0
"vjerujete u što želite, ali neka vjera bude rezultat vlastitih uvjerenja i spoznaja.",1,,,,23.0,1.0,32.0
"iz “marvel” superjunačkog svijeta otišla su tri važna protagonista (robert downey jr. – on se uskoro vraća u “marvel” univerzum, ali o tome nekom drugom prilikom, chris evans i scarlett johansson) – naravno, probleme superjunacima kao i čitavoj filmskoj industriji stvorila su i zatvaranja zbog dobro nam poznate pandemije.",1,,,,34.0,1.0,4.0
napoleon ratnik i napoleon ljubavnik dvije su različite osobe.,1,,,,12.0,1.0,41.0
to je bitno isključivo zbog toga što kaskader daje veliku važnost ljudima koji rade iza scena i koji su spremni na svakakve zadatke kako bi završili zadani projekt.,0,,,,6.0,2.0,28.0
"utrošena su desetljeća na viziju, a potrošeno je stotinu milijuna (i nešto više) vlastitih dolara.",2,,,,37.0,1.0,6.0
" niti jednog trenutka glavni protagonisti neće uvjeriti gledatelja kako je riječ o fatalnoj ljubavi, ljubavi zbog koje se eric draven vratio iz mrtvih i poklonio novi život voljenoj shelly.",2,,,,21.0,1.0,25.0
trenuci kada se likovi kreću u opasnim situacijama su vidno samo ubačeni preko zelenog ekrana i to na način koji je nekako gori od prethodnih filmova.,2,,,,16.0,2.0,22.0
"pomalo iznenađujuće ova je sudska triler - drama ponijela zlatnu palmu u cannesu, a film francuskinje justine triet pokazuje da u filmovima ovog žanra još uvijek može biti itekako svježine.",0,,,,13.0,1.0,1.0
"shvativši da je obnovljeno prijateljstvo previše obuzima, nora odlučuje da se neko vrijeme ne čuju.",1,,,,14.0,1.0,20.0
"da ne spominjem lik kojeg tumači fenomenalni regé-jean page, koji je oživljeni paladin, i koji se do zadnjeg slova ponaša kao ta klasa.",0,,,,17.0,4.0,21.0
"vrlo vjerojatno sve navedeno, ali bez peseka.",1,,,,6.0,2.0,12.0
"također, scott je uvijek kroz svoje filmove uspio stvoriti visceralne svjetove s kojima smo se lako mogli povezati, bilo da se radi o povijesnim ličnostima, izvanzemaljcima (alien), androidima (blade runner), gangsterima (american gangster), goblinima (legend)…od distopijskog i kišnog blade runnera, pa sve do prašnjave arene gladijatora.",0,,,,12.0,1.0,18.0
"film ""prošli životi"", gdje su dva desetljeća komprimirana u dva sata, jedna je od najdirljivijih ljubavnih priča koje sam gledala u zadnje vrijeme.",0,,,,14.0,1.0,33.0
"u maloj sredini mnogi su sumnjivi, mnogi imaju motiv, ali zločini se, ponekad, događaju zbog nesretnog spleta okolnosti.",1,,,,30.0,1.0,25.0
nije prevelika mudrost zaključiti kako su oppenheimer i barbie spasili filmsko kino ljeto 2023. godine.,1,,,,15.0,1.0,1.0
"glumačka postava fantastično je odradila svoj posao, ali sandra hüller ipak je jednakija od drugih i s punim pravom zaslužuje nominaciju za najbolju glavnu žensku ulogu.",0,,,,13.0,5.0,24.0
glavne stavke prijašnjih filmova serijala – dirljiv i zabavan – uspio je uhvatiti pa čak u neku ruku i nadograditi.,0,,,,2.0,3.0,40.0
godina je 1992.,1,,,,30.0,1.0,1.0
"bill skarsgård, koji je poznat po svojoj ulozi u adaptaciji stephen kingove knjige ono, utjelovljuje erica s izuzetnom kombinacijom unutarnje krhkosti i vanjske brutalnosti.",1,,,,21.0,2.0,6.0
„dungeons & dragons: honor among thieves“ fantazija je sa samo jednim ciljem – zabaviti gledatelje i fanove popularne igre.,0,,,,17.0,4.0,33.0
"dakako, ekraniziran je i roman bridget jones: luda za njim i on je upravo stigao u naša kina.",1,,,,2.0,3.0,12.0
"wolf lovi prekršitelje pravila poput betelgeusea, dok u hodu smišlja bezobrazne dosjetke iz akcijskih filmova.",1,,,,24.0,1.0,20.0
"međutim, to nam samo daje naslutiti koliko će cool i moćne cassie, julia, anya i mattie na kraju biti.",0,,,,9.0,2.0,52.0
scott inače u svojim filmovima voli jake i snažne žene.,1,,,,12.0,1.0,46.0
"njih su dvojica, kao što je rečeno, bili jako bliski kao djeca, međutim razdvojili su se i to je ono što benji zamjera davidu, uz to mu predbacujući da se promijenio.",2,,,,3.0,1.0,14.0
razloga za to je puno a jedan od glavnih je jedinstvena filmska naracija redatelj osgooda perkinsa.,1,,,,28.0,3.0,16.0
svjedočanstvo je to o stvarnome događaju.,1,,,,26.0,3.0,8.0
najjezivija scena filma ipak se ne događa na prvoj crti već tijekom puta kada su glavni protagonisti suočeni s lokalnom (para)vojnom formacijom koju predvodi zapovjednik (briljantna izvedba jessea plemonsa).,0,,,,11.0,1.0,32.0
"uz skarsgårda, fka twigs donosi lik shelly na život s dubokom emocionalnom snagom.",0,,,,21.0,2.0,11.0
"nije, dakle, slučajno da se jedna od najupečatljivijih scena u filmu događa u samom uvodu, kada gledamo najopasniju kaskadersku vratolomiju, a koja će kasnije postati polazišna točka za razvoj radnje, nešto poput savršene metafore za industriju koja je i nastala na slomljenim leđima brojnih kaskadera.",0,,,,6.0,1.0,25.0
nema puno negativnih aspekata koji koče ovaj film.,0,,,,6.0,2.0,51.0
 uz sve probleme kuća u koju su uselili skriva tajnu iz ne tako davne prošlosti.,1,,,,22.0,1.0,14.0
solidna je i malena matilda firth u ulozi ginger…,1,,,,36.0,1.0,22.0
njegovoj mlađoj sestri chloe treba novi početak.,1,,,,22.0,2.0,6.0
"nije prošlo ni mjesec dana od objavljivanja kaskadera (the fall guy), a zvijezda filma ryan gosling već razmišlja o nastavku.",1,,,,6.0,4.0,3.0
"s druge strane, stan kojeg najbolje znamo kao buckyja iz marvelovih filma, trebao je utjeloviti dobro poznatu živuću osobu.",1,,,,7.0,2.0,21.0
vjerojatno zbog odličnog akcijom nabijenog foršpana koji je mnoge zaveo na stranputicu da u će u ovom filmu biti fajt i samo fajt bez ikakvog dijaloga.,1,,,,12.0,7.0,28.0
"a tu su i glavni „igrači“ – već spomenuti bard edgin, ujedno i vođa male družine; njegov sidekick, barbarica holga, žena koja malo priča, ali puno bije; mladi i nesigurni čarobnjak simon te druidica doric, koja za razliku od simona, može skoro sve, pa i postati owlbear.",1,,,,17.0,4.0,22.0
"time bi zapravo razdvojio emotivno-ljubavni dio filma od onog što su svi podosta očekivali, a to je vojni dio filma.",1,,,,12.0,7.0,29.0
gledatelji koji od filma očekuju rutinsku pseću komediju ostat će iznenađeni (možda i šokirani) već nakon nekoliko minuta filma.,1,,,,29.0,1.0,12.0
"ne pamte ga ni beograd, ni srbija, iako je bio oficir i išao sinu u njihovu vojsku, ne pamte ga zato što je bio hrvat, i zato što se suprotstavio srpskom vojniku.",1,,,,26.0,1.0,59.0
simbolizam kao alat za strah,1,,,,28.0,3.0,24.0
i nema mnogo redateljica i redatelja koji se mogu pohvaliti ovakvim prvijencom.,1,,,,14.0,4.0,14.0
"za roditelje: film je svakako za roditelje, kojima može poslužiti kao svojevrsno priznanje za sve što prolaze u tom divnom zanimanju koje se premalo cijeni - roditeljstvu.",0,,,,5.0,3.0,9.0
"no kako s vremenom iz njega počinje nestajati humanost, tako njegovi odnosi sa svim ljudima, uključujući i cohna, dolaze u veliku krizu.",1,,,,7.0,2.0,16.0
"sukladno konvencijama žanra, i ovdje je riječ o filmu sporijeg tempa koji se snažno oslanja na pedantan scenarij, uvjerljive glumačke izvedbe i neizvjesnost koja ne popušta sve do posljednjeg kadra i sudačke presude.",1,,,,13.0,5.0,3.0
"rain i ekipa stižu na svemirsku postaju, ali tamo, pogađate, stvari nisu onakve kakvim se isprva čine niti je postaja napuštena.",1,,,,10.0,1.0,10.0
dani i tjedni koji dolaze povećat će broj gledatelja spomenutih filmova no hoće li “barbenheimer” kao kino događaj godine označiti početak povratka velikog broja ljubitelja filma u kino dvorane ili je riječ tek o čudu koje će trajati tek jedno ljeto?,1,,,,15.0,1.0,4.0
"dungeons & dragons honor among thieves prati tim lopova koji su “pomogli pogrešnoj osobi ukrasti pogrešnu stvar”, a sada moraju ispraviti svoje pogreške i spasiti svijet.",1,,,,17.0,5.0,2.0
"likovi i niti zapleta često se nasumično ispuštaju, poput atheninog samija silmanea kao tek umrlog umjetnika grafita čineći ih pukim ukrašavanjem izloga ili izlaganjem.",2,,,,24.0,1.0,22.0
ne želimo tvoje sponzorstvo.,1,,,,33.0,1.0,109.0
posljednjih dana mediji su prepuni oduševljenih reakcija na cannesku pobjedu hrvatskog kratkometražnog filma čovjek koji nije mogao šutjeti nebojše slijepčevića.,1,,,,26.0,2.0,1.0
"svi veterani, koji snimaju, glume ili općenito rade na filmu i dalje (čak i ako su odavno prešli svoj prime, a uzmimo da je neka granica 75 – 80 godina života) – neka to nastave činiti.",1,,,,37.0,1.0,72.0
"bez obzira što film traje preko dva i pol sata, stekao sam dojam kako scott prebacuje radnju bez ikakvog reda.",2,,,,12.0,1.0,90.0
"ovo je eisenbergov drugi redateljsko-scenaristički uradak – nakon zanimljivog indie filma kada završiš sa spašavanjem svijeta iz 2022. godine – i treba se priznati da se slavni glumac prilično dobro snalazi i iza kamere, iako je u ovom filmu igrao i glavnu ulogu.",0,,,,3.0,1.0,4.0
meni su osobno najdraži trenuci u kojima se oni samo gledaju.,0,,,,12.0,1.0,56.0
"majka i otac, rebekah i chris pronalaze novi dom i useljavaju.",1,,,,22.0,1.0,11.0
tempo: tempo je odličan.,0,,,,5.0,3.0,15.0
količinu slobode i neobuzdane mašte koju sam znao doživjeti za vrijeme prosječnih partija teško je opisati riječima.,0,,,,17.0,1.0,5.0
"nicole kidman u filmu ima 50 godina, utjelovljuje romy mathis, izvršnu direktoricu jedne velike firme, inovatoricu, matematičarku, odnosno da se kratko izrazim – ona je lumen.",1,,,,38.0,2.0,6.0
"bila bi šteta da je ikako drugačije s obzirom da se unatoč svemu radi o filmu o fotografiji i mogućnosti zahvaćanja istine, više nego ratu.",0,,,,11.0,3.0,46.0
"koliko god da je novca bilo u pitanju, osjetila se stagnacija, posebice na scenarističkom planu.",2,,,,16.0,1.0,11.0
"čovjek se općenito može promatrati kao biće priča, odnosno da kroji svoj identitet pomoću priče koju o sebi priča.",1,,,,13.0,4.0,28.0
"nakon tri film dijela filma dungeons & dragons (2000), dungeons & dragons: wrath of the dragon god (2005), dungeons & dragons 3: the book of vile darkness, stigla nam je nova adaptacija popularne rpg franšize.",1,,,,17.0,5.0,22.0
i tako dalje.,2,,,,3.0,1.0,41.0
kaskaderi koji već stoljećima pretvaraju glumce u zvijezde premisa je filma u kojem glavnu kaskadersku ulogu ima genijalni ryan gosling.,0,,,,6.0,1.0,22.0
svima nam dobro poznatom.,1,,,,22.0,1.0,26.0
onda dolazimo do traženja sebe i želje da postane glumicom uz dvije starije mentorice.,1,,,,32.0,1.0,30.0
"zabavno je i kada se filmovi o morskim psima odreknu logike i namjerno se oslanjaju na njihovu blesavost, kao što je serijal sharknado ili dragulji poput filma troglavi napad morskog psa iz 2015.",0,,,,15.0,2.0,13.0
"reggie i njegova ekipa psuju, međusobno se vrijeđaju, drogiraju se….izvode vratolomije kakve još nisu viđene u sličnim projektima.",1,,,,29.0,1.0,14.0
"obično se kazuje kako narodi koji se ne znaju suočiti s ovakvim zločinima, počinjenim u njihovo ime – nemaju budućnost.",1,,,,26.0,3.0,17.0
"kako se onda the last dance, novi i posljednji dio trilogije, uklapa u sve to?",1,,,,20.0,2.0,7.0
"prije svega, kreirao je vrlo zastrašujuću atmosferu koja jasno daje do znanja što je to “saturacijsko ronjenje” i koje sve opasnosti sa sobom nosi.",0,,,,8.0,2.0,36.0
odmah treba naglasiti da ga svrstavamo u red soderberghovih inovativnih filmova.,0,,,,22.0,2.0,4.0
"“požuda” počinje scenom seksa (isprva izgleda kao trenuci orgazma, ali kako film odmiče saznajemo da…) – upoznajemo romy i jacoba koji su u braku…otprilike dvadesetak godina.",1,,,,38.0,1.0,9.0
"čini se kako je napulj ostao inspiracija i za njegov najnoviji film, parthenope, koji je premijeru imao na ovogodišnjem filmskom festival u cannesu.",1,,,,32.0,3.0,4.0
"i nicole kidman je zatvarala svoje oči ispred antonija banderasa, svog partnera u filmu, jer nije jedna od onih koji vole ostvarivati kontakt očima tijekom seksualnog odnosa ili da tako kažem, nije za romantiku, već za grubost.",1,,,,38.0,2.0,4.0
"kad smo već kod animacije, savršena je i to govorim bez trunke sumnje.",0,,,,24.0,2.0,21.0
"također, ako niste znali, xenoi, a u filmu specifično facehuggeri, percipiraju svijet pomoću topline i zvuka.",1,,,,10.0,6.0,38.0
"ono što slijedi niz je uzbudljivih pustolovinama u kojima se skupina bori protiv raznih neprijatelja, te konstantno mora smišljati alternativne planove kako da uspije u svojim kompliciranim nakanama.",1,,,,17.0,2.0,14.0
"“divlji robot” zadivljujući je animirani film koji je svojim iskrenim pristupom stvorio epski učinak, te osvojio srca publike i kritičara diljem svijeta.",0,,,,5.0,3.0,3.0
samo malo manje tvrda školjka?,2,,,,9.0,2.0,13.0
"no, koliko god bile zanimljive sve te njihove igrice, a jesu, moram priznati kako sam po pitanju samog napoleona, i to kroz karakter koji nam je prikazao joaquin phoenix, ipak više uživao na ratnom bojištu.",0,,,,12.0,1.0,65.0
"„john wick“ kojeg je utjelovio keanu reeves, nije samo postao moderni akcijski junak, već je zbog inventivnih akcijskih scena i savršeno koreografiranih kaskaderskih vratolomija itekako utjecao na skoro svaki akcijski film koji je snimljen nakon njega.",0,,,,6.0,1.0,4.0
"međutim, njegova hrabrost nađe se na ispitu u trenutku kad se život nevinog suputnika iz kupea nađe u opasnosti.",1,,,,26.0,2.0,7.0
čini mi se kao da je postala sramota priznati ljubav prema akcijskim filmovima bez da vas netko ne pogleda s visoka.,2,,,,6.0,1.0,18.0
"zapravo, meg spada među najbolje filmova o morskim psima koje možete pogledati ako tražite pitomi, ali akcijom ispunjeni film za cijelu porodicu.",0,,,,15.0,2.0,6.0
"ova nova verzija vrane donosi svježi, suvremeni pogled na priču o ljubavi, gubitku i osveti, istovremeno poštujući izvornu mračnu estetiku koja je postala sinonim za ovu priču.",0,,,,21.0,2.0,3.0
čitavim trajanjem filma mera progovori tek nekoliko riječi i teško se oteti dojmu kako redatelj i nije bio pretjerano oduševljen njenim nastupom u filmu te čini sve kako bi je što više marginalizirao.,2,,,,19.0,2.0,24.0
"tu u filmu uskače goran bogdan sa svojim i inače maestralnim ekspresijama (malo koji glumac na domaćoj sceni – iskreno – može tako uvjerljivo prenijeti poruku i emociju čistom ekspresijom, bez da progovori ijednu riječ) i tek nešto sitno dijaloga.",0,,,,26.0,1.0,14.0
"osjećamo i razumijemo njezine strahove kako krenuti dalje bez da zaboravi prošlost, na koji način odgajati djecu nakon smrti njihova oca te koliko je teško očuvati uspomenu na njega.",0,,,,2.0,2.0,26.0
"možda jest centralni lik svoje životne priče, ali ne i junak.",1,,,,26.0,2.0,16.0
"žestina kojom garland suočava gledatelja s ratom i njegovim posljedicama rijetko se može vidjeti – milosti nema prema protagonistima filma, ali i gledatelj je suočen s brutalnim posljedicama ratnih sukoba.",1,,,,11.0,1.0,31.0
zašto clinton?,1,,,,28.0,1.0,21.0
"što je još gore, tvorac venoma zloglasni knull također je u potrazi za eddiejem i venomom, što bi moglo imati velike implikacije, ne samo za simbiote, već i za cijelo čovječanstvo.",1,,,,20.0,4.0,5.0
"međutim, umjesto sovjeta (kojima se stvari uvijek kvare, iako sve ide po planu), donji manhattan je doista uništila al-qaeda i to je (zbog nezahvalne teme i stvarnosti) bio – kraj te iteracije megalomanskog projekta (9/11 je dosta utjecao i na neke druge projekte).",1,,,,37.0,1.0,37.0
"jedna od stvari na kojoj je francuska redateljica i scenaristica justine triet opetovano inzistirala je nedorečenost glede sandrine krivice, pri čemu je navodno išla toliko daleko da ni glumcima na setu nije htio otkriti pravi uzrok samuelove smrti.",1,,,,13.0,5.0,18.0
"po mom mišljenju, oni su taj zadatak izvršili vrlo uspješno.",0,,,,5.0,1.0,29.0
"vam prikazuje događaje, a na vama je da zaključite je li to nešto dobro ili loše.",1,,,,7.0,2.0,30.0
"sestra paxton je mlađa i neiskusnija, do sada još nije preobratila nijednog vjernika pa se nekako nada da bi simpatični gospodin reed mogao biti njezin prvi uspjeh.",1,,,,23.0,2.0,9.0
"dakle, nepotrebno je reći da je meg 2: the trench ispunio određena očekivanja.",0,,,,15.0,2.0,7.0
"no, ako ste željni zabavnog naslova koji se ne libi nasmijati vas na nekonvencionalne načine, pritom zaobilazeći dobro uhodane formule, čast lopova djelovat će vam kao prilično slabašan zbroj pa vam preporučujem da svoje kocke bacite negdje drugdje.",2,,,,17.0,1.0,29.0
film sakupljač duša snimljen je za manje od 10 milijuna dolara te pripada redu tzv. low-budget filmova.,1,,,,28.0,3.0,14.0
